lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sTargetValue	sEquation	sDescription	sRemark	-1	code versie 5.09.00.00	code versie 5.09.00.01	code versie 5.09.00.02	code versie 5.09.00.03	v00-v01	v00-v02	v00-v03	derivNames	short_derivName	Duflow																																																		
"=IF(COUNTBLANK(A668)<1,ROW()-2,-1)"	0	0	0	0	_uFunTmSetHyp_	0	0	Sedimentation	Temperature_correction_of_sedimentation	-	-1	_uFunTmSetHyp_ = _IF_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	_uFunTmSetHyp_ = _IF_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	_uFunTmSetHyp_ = _IF_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	_uFunTmSetHyp_ = _IF_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaSet_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	=$M667=N667	=$M667=O667	=$M667=P667	_uFuTmSeH_	uFuTmSeH	uFuTmSeH																																																		
"=IF(COUNTBLANK(A669)<1,ROW()-2,-1)"	0	0	0	0	_uCorVSetIMHyp_	_m_*_d_^-1	0	Sedimentation	Corrected_sedimentation_velocity_of_IM	-	-1	_uCorVSetIMHyp_ = _IF_ _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _aFunTauSetIMHyp_ * _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5)) * _uFunTmSetHyp_ * _cVSetIM_ _ENDIF_	_uCorVSetIMHyp_ = _IF_ _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _aFunTauSetIMHyp_ * _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5)) * _uFunTmSetHyp_ * _cVSetIM_ _ENDIF_	_uCorVSetIMHyp_ = _IF_ _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _aFunTauSetIMHyp_ * _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5)) * _uFunTmSetHyp_ * _cVSetIM_ _ENDIF_	_uCorVSetIMHyp_ = _IF_ _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _aFunTauSetIMHyp_ * _POW_((_fLutumRef_/_fLutum_) _POWOPERATOR_ (0.5)) * _uFunTmSetHyp_ * _cVSetIM_ _ENDIF_	=$M668=N668	=$M668=O668	=$M668=P668	_uCoVSIMH_	uCoVSIMH	uCoVSIMH																																																		
"=IF(COUNTBLANK(A670)<1,ROW()-2,-1)"	0	0	0	0	_tDSetIMHyp_	_gDW_*_m_^-2*_d_^-1	0	Sedimentation	Sedimentation_flux_of_inert_matter	-	-1	_tDSetIMHyp_ = _uCorVSetIMHyp_ * _oDIMWHyp_	_tDSetIMHyp_ = _uCorVSetIMHyp_ * _oDIMWHyp_	_tDSetIMHyp_ = _uCorVSetIMHyp_ * _oDIMWHyp_	_tDSetIMHyp_ = _uCorVSetIMHyp_ * _oDIMWHyp_	=$M669=N669	=$M669=O669	=$M669=P669	_tDSetIMH_	tDSetIMH	tDSetIMH																																																		
"=IF(COUNTBLANK(A671)<1,ROW()-2,-1)"	0	0	0	0	_tPSetAIMHyp_	_gP_*_m_^-2*_d_^-1	0	Sedimentation	Sedimentation_flux_of_P_adsorbed_onto_inert_org_matter	-	-1	_tPSetAIMHyp_ = _oPAIMWHyp_ / _oDIMWHyp_ * _tDSetIMHyp_	_tPSetAIMHyp_ = _oPAIMWHyp_ / _oDIMWHyp_ * _tDSetIMHyp_	_tPSetAIMHyp_ = _oPAIMWHyp_ / _oDIMWHyp_ * _tDSetIMHyp_	_tPSetAIMHyp_ = _oPAIMWHyp_ / _oDIMWHyp_ * _tDSetIMHyp_	=$M670=N670	=$M670=O670	=$M670=P670	_tPSetIMH_	tPSetIMH	tPSetIMH																																																		
"=IF(COUNTBLANK(A672)<1,ROW()-2,-1)"	0	0	0	0	_uCorVSetDetHyp_	_m_*_d_^-1	0	Sedimentation	Corrected_sedimentation_velocity_of_detritus	-	-1	_uCorVSetDetHyp_ = _cVSetDet_ * _aFunTauSetOMHyp_ * _uFunTmSetHyp_	_uCorVSetDetHyp_ = _cVSetDet_ * _aFunTauSetOMHyp_ * _uFunTmSetHyp_	_uCorVSetDetHyp_ = _cVSetDet_ * _aFunTauSetOMHyp_ * _uFunTmSetHyp_	_uCorVSetDetHyp_ = _cVSetDet_ * _aFunTauSetOMHyp_ * _uFunTmSetHyp_	=$M671=N671	=$M671=O671	=$M671=P671	_uCoVSDtH_	uCoVSDtH	uCoVSDtH																																																		
"=IF(COUNTBLANK(A673)<1,ROW()-2,-1)"	0	0	0	0	_tDSetDetHyp_	_gDW_*_m_^-2*_d_^-1	0	Sedimentation	Sedimentation_flux_of_detritus	-	-1	_tDSetDetHyp_ = _uCorVSetDetHyp_ * _oDDetWHyp_	_tDSetDetHyp_ = _uCorVSetDetHyp_ * _oDDetWHyp_	_tDSetDetHyp_ = _uCorVSetDetHyp_ * _oDDetWHyp_	_tDSetDetHyp_ = _uCorVSetDetHyp_ * _oDDetWHyp_	=$M672=N672	=$M672=O672	=$M672=P672	_tDSetDtH_	tDSetDtH	tDSetDtH																																																		
"=IF(COUNTBLANK(A674)<1,ROW()-2,-1)"	0	0	0	0	_tPSetDetHyp_	_gP_*_m_^-2*_d_^-1	0	Sedimentation	Sedimentation_flux_of_detrital_P	-	-1	_tPSetDetHyp_ = _uCorVSetDetHyp_ * _oPDetWHyp_	_tPSetDetHyp_ = _uCorVSetDetHyp_ * _oPDetWHyp_	_tPSetDetHyp_ = _uCorVSetDetHyp_ * _oPDetWHyp_	_tPSetDetHyp_ = _uCorVSetDetHyp_ * _oPDetWHyp_	=$M673=N673	=$M673=O673	=$M673=P673	_tPSetDtH_	tPSetDtH	tPSetDtH																																																		
"=IF(COUNTBLANK(A675)<1,ROW()-2,-1)"	0	0	0	0	_tNSetDetHyp_	_gN_*_m_^-2_*_d_^-1	0	Sedimentation	Sedimentation_flux_of_detrital_N	-	-1	_tNSetDetHyp_ = _uCorVSetDetHyp_ * _oNDetWHyp_	_tNSetDetHyp_ = _uCorVSetDetHyp_ * _oNDetWHyp_	_tNSetDetHyp_ = _uCorVSetDetHyp_ * _oNDetWHyp_	_tNSetDetHyp_ = _uCorVSetDetHyp_ * _oNDetWHyp_	=$M674=N674	=$M674=O674	=$M674=P674	_tNSetDtH_	tNSetDtH	tNSetDtH																																																		
"=IF(COUNTBLANK(A676)<1,ROW()-2,-1)"	0	0	0	0	_tSiSetDetHyp_	_gSi_*_m_^-2*_d_^-1	0	Sedimentation	Sedimentation_flux_of_detrital_Si	-	-1	_tSiSetDetHyp_ = _uCorVSetDetHyp_ * _oSiDetWHyp_	_tSiSetDetHyp_ = _uCorVSetDetHyp_ * _oSiDetWHyp_	_tSiSetDetHyp_ = _uCorVSetDetHyp_ * _oSiDetWHyp_	_tSiSetDetHyp_ = _uCorVSetDetHyp_ * _oSiDetWHyp_	=$M675=N675	=$M675=O675	=$M675=P675	_tSiSeDtH_	tSiSeDtH	tSiSeDtH																																																		
"=IF(COUNTBLANK(A677)<1,ROW()-2,-1)"	0	0	0	0	_kPMinDetW_	_d_^-1	0	Mineralisation	P_mineralisation_constant_in_water	-	-1	_kPMinDetW_ = _kDMinDetW_	_kPMinDetW_ = _kDMinDetW_	_kPMinDetW_ = _kDMinDetW_	_kPMinDetW_ = _kDMinDetW_	=$M676=N676	=$M676=O676	=$M676=P676	_kPMinDtW_	kPMinDtW	kPMinDtW																																																		
"=IF(COUNTBLANK(A678)<1,ROW()-2,-1)"	0	0	0	0	_kNMinDetW_	_d_^-1	0	Mineralisation	N_mineralisation_constant_in_water	-	-1	_kNMinDetW_ = _kDMinDetW_	_kNMinDetW_ = _kDMinDetW_	_kNMinDetW_ = _kDMinDetW_	_kNMinDetW_ = _kDMinDetW_	=$M677=N677	=$M677=O677	=$M677=P677	_kNMinDtW_	kNMinDtW	kNMinDtW																																																		
"=IF(COUNTBLANK(A679)<1,ROW()-2,-1)"	0	0	0	0	_kSiMinDetW_	_d_^-1	0	Mineralisation	Si_mineralisation_constant_in_water	-	-1	_kSiMinDetW_ = _kDMinDetW_	_kSiMinDetW_ = _kDMinDetW_	_kSiMinDetW_ = _kDMinDetW_	_kSiMinDetW_ = _kDMinDetW_	=$M678=N678	=$M678=O678	=$M678=P678	_kSiMiDtW_	kSiMiDtW	kSiMiDtW																																																		
"=IF(COUNTBLANK(A680)<1,ROW()-2,-1)"	0	0	0	0	_uFunTmMinWEpi_	0	0	Mineralisation	Temp_function_of_mineralization_in_water	-	-1	_uFunTmMinWEpi_ =  _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmMinWEpi_ =  _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmMinWEpi_ =  _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmMinWEpi_ =  _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	=$M679=N679	=$M679=O679	=$M679=P679	_uFuTmnWE_	uFuTmnWE	uFuTmnWE																																																		
"=IF(COUNTBLANK(A681)<1,ROW()-2,-1)"	0	0	0	0	_uFunTmMinWHyp_	0	0	Mineralisation	Temp_function_of_mineralization_in_water	-	-1	_uFunTmMinWHyp_ = _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_  _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmMinWHyp_ = _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_  _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmMinWHyp_ = _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_  _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmMinWHyp_ = _IF_ _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_  _POW_(_cThetaMinW_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	=$M680=N680	=$M680=O680	=$M680=P680	_uFuTmnWH_	uFuTmnWH	uFuTmnWH																																																		
"=IF(COUNTBLANK(A682)<1,ROW()-2,-1)"	0	0	0	0	_wDMinDetWHyp_	_gDW_*_m_^-3*_d_^-1	0	Mineralisation	Decomposition	-	-1	_wDMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kDMinDetW_ * _uFunTmMinWHyp_ * _oDDetWHyp_ _ENDIF_	_wDMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kDMinDetW_ * _uFunTmMinWHyp_ * _oDDetWHyp_ _ENDIF_	_wDMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kDMinDetW_ * _uFunTmMinWHyp_ * _oDDetWHyp_ _ENDIF_	_wDMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kDMinDetW_ * _uFunTmMinWHyp_ * _oDDetWHyp_ _ENDIF_	=$M681=N681	=$M681=O681	=$M681=P681	_wDMintWH_	wDMintWH	wDMintWH																																																		
"=IF(COUNTBLANK(A683)<1,ROW()-2,-1)"	0	0	0	0	_wPMinDetWHyp_	_gP_*_m_^-3*_d_^-1	0	Mineralisation	Mineralization	-	-1	_wPMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kPMinDetW_ * _uFunTmMinWHyp_ * _oPDetWHyp_ _ENDIF_	_wPMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kPMinDetW_ * _uFunTmMinWHyp_ * _oPDetWHyp_ _ENDIF_	_wPMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kPMinDetW_ * _uFunTmMinWHyp_ * _oPDetWHyp_ _ENDIF_	_wPMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kPMinDetW_ * _uFunTmMinWHyp_ * _oPDetWHyp_ _ENDIF_	=$M682=N682	=$M682=O682	=$M682=P682	_wPMintWH_	wPMintWH	wPMintWH																																																		
"=IF(COUNTBLANK(A684)<1,ROW()-2,-1)"	0	0	0	0	_wNMinDetWHyp_	_gN_*_m_^-3*_d_^-1	0	Mineralisation	Mineralization	-	-1	_wNMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kNMinDetW_ * _uFunTmMinWHyp_ * _oNDetWHyp_ _ENDIF_	_wNMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kNMinDetW_ * _uFunTmMinWHyp_ * _oNDetWHyp_ _ENDIF_	_wNMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kNMinDetW_ * _uFunTmMinWHyp_ * _oNDetWHyp_ _ENDIF_	_wNMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kNMinDetW_ * _uFunTmMinWHyp_ * _oNDetWHyp_ _ENDIF_	=$M683=N683	=$M683=O683	=$M683=P683	_wNMintWH_	wNMintWH	wNMintWH																																																		
"=IF(COUNTBLANK(A685)<1,ROW()-2,-1)"	0	0	0	0	_wSiMinDetWHyp_	_gSi_*_m_^-3*_d_^-1	0	Mineralisation	Mineralization	-	-1	_wSiMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kSiMinDetW_ * _uFunTmMinWHyp_ * _oSiDetWHyp_ _ENDIF_	_wSiMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kSiMinDetW_ * _uFunTmMinWHyp_ * _oSiDetWHyp_ _ENDIF_	_wSiMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kSiMinDetW_ * _uFunTmMinWHyp_ * _oSiDetWHyp_ _ENDIF_	_wSiMinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _kSiMinDetW_ * _uFunTmMinWHyp_ * _oSiDetWHyp_ _ENDIF_	=$M684=N684	=$M684=O684	=$M684=P684	_wSiintWH_	wSiintWH	wSiintWH																																																		
"=IF(COUNTBLANK(A686)<1,ROW()-2,-1)"	0	0	0	0	_aCorO2BODHyp_	0	0	Mineralisation	Correction_of_O2_demand_in_water_at_low_oxygen_conc	-	-1	_aCorO2BODHyp_ = _oO2WHyp_ / (_hO2BOD_ + _oO2WHyp_)	_aCorO2BODHyp_ = _oO2WHyp_ / (_hO2BOD_ + _oO2WHyp_)	_aCorO2BODHyp_ = _oO2WHyp_ / (_hO2BOD_ + _oO2WHyp_)	_aCorO2BODHyp_ = _oO2WHyp_ / (_hO2BOD_ + _oO2WHyp_)	=$M685=N685	=$M685=O685	=$M685=P685	_aCoO2ODH_	aCoO2ODH	aCoO2ODH																																																		
"=IF(COUNTBLANK(A687)<1,ROW()-2,-1)"	0	0	0	0	_wO2MinDetWHyp_	_gO2_*_m_^-3*_d_^-1	0	Mineralisation	O2_flux_due_to_mineralization_of_detritus	-	-1	_wO2MinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _molO2molC_ * _cCPerDW_ * _aCorO2BODHyp_ * _wDMinDetWHyp_ _ENDIF_	_wO2MinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _molO2molC_ * _cCPerDW_ * _aCorO2BODHyp_ * _wDMinDetWHyp_ _ENDIF_	_wO2MinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _molO2molC_ * _cCPerDW_ * _aCorO2BODHyp_ * _wDMinDetWHyp_ _ENDIF_	_wO2MinDetWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _molO2molC_ * _cCPerDW_ * _aCorO2BODHyp_ * _wDMinDetWHyp_ _ENDIF_	=$M686=N686	=$M686=O686	=$M686=P686	_wO2intWH_	wO2intWH	wO2intWH																																																		
"=IF(COUNTBLANK(A688)<1,ROW()-2,-1)"	0	0	0	0	_wDDenitWHyp_	_gDW_*_m_^-3*_d_^-1	0	Denitirification	Mineralisation_flux_by_denitrification	-	-1	_wDDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _oNO3WHyp_*_oNO3WHyp_ / (_hNO3Denit_*_hNO3Denit_ + _oNO3WHyp_*_oNO3WHyp_) * (1.0 - _aCorO2BODHyp_) * _wDMinDetWHyp_ _ENDIF_	_wDDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _oNO3WHyp_*_oNO3WHyp_ / (_hNO3Denit_*_hNO3Denit_ + _oNO3WHyp_*_oNO3WHyp_) * (1.0 - _aCorO2BODHyp_) * _wDMinDetWHyp_ _ENDIF_	_wDDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _oNO3WHyp_*_oNO3WHyp_ / (_hNO3Denit_*_hNO3Denit_ + _oNO3WHyp_*_oNO3WHyp_) * (1.0 - _aCorO2BODHyp_) * _wDMinDetWHyp_ _ENDIF_	_wDDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _oNO3WHyp_*_oNO3WHyp_ / (_hNO3Denit_*_hNO3Denit_ + _oNO3WHyp_*_oNO3WHyp_) * (1.0 - _aCorO2BODHyp_) * _wDMinDetWHyp_ _ENDIF_	=$M687=N687	=$M687=O687	=$M687=P687	_wDDentWH_	wDDentWH	wDDentWH																																																		
"=IF(COUNTBLANK(A689)<1,ROW()-2,-1)"	0	0	0	0	_wNDenitWHyp_	_gN_*_m_^-3*_d_^-1	0	Denitirification	Denitrification_flux	-	-1	_wNDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _NO3PerC_ * _molNmolC_ * _cCPerDW_ * _wDDenitWHyp_ _ENDIF_	_wNDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _NO3PerC_ * _molNmolC_ * _cCPerDW_ * _wDDenitWHyp_ _ENDIF_	_wNDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _NO3PerC_ * _molNmolC_ * _cCPerDW_ * _wDDenitWHyp_ _ENDIF_	_wNDenitWHyp_ =_IF_ (_aInclStrat_ _EQ_ _FALSE_) _THEN_ 0.0 _ELSE_ _NO3PerC_ * _molNmolC_ * _cCPerDW_ * _wDDenitWHyp_ _ENDIF_	=$M688=N688	=$M688=O688	=$M688=P688	_wNDentWH_	wNDentWH	wNDentWH																																																		
"=IF(COUNTBLANK(A690)<1,ROW()-2,-1)"	0	0	0	0	_uFunTmNitrHyp_	0	0	Nitrification	Temperature_dependence_for_nitrification	-	-1	_uFunTmNitrHyp_ = _IF_   _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	_uFunTmNitrHyp_ = _IF_   _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	_uFunTmNitrHyp_ = _IF_   _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	_uFunTmNitrHyp_ = _IF_   _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmHyp_-_cTmRef_)) _ENDIF_	=$M689=N689	=$M689=O689	=$M689=P689	_uFuTmtrH_	uFuTmtrH	uFuTmtrH																																																		
"=IF(COUNTBLANK(A691)<1,ROW()-2,-1)"	0	0	0	0	_uFunTmNitrEpi_	0	0	Nitrification	Temperature_dependence_for_nitrification	-	-1	_uFunTmNitrEpi_ =  _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmNitrEpi_ =  _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmNitrEpi_ =  _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmNitrEpi_ =  _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	=$M690=N690	=$M690=O690	=$M690=P690	_uFuTmtrE_	uFuTmtrE	uFuTmtrE																																																		
"=IF(COUNTBLANK(A692)<1,ROW()-2,-1)"	0	0	0	0	_uFunTmNitrS_	0	0	Nitrification	Temperature_dependence_for_nitrification	-	-1	_uFunTmNitrS_ = _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmNitrS_ = _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmNitrS_ = _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	_uFunTmNitrS_ = _IF_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_))  _LT_ _NearZero_ _THEN_ 1 _ELSE_ _POW_(_cThetaNitr_ _POWOPERATOR_ (_uTmEpi_-_cTmRef_)) _ENDIF_	=$M691=N691	=$M691=O691	=$M691=P691	_uFuTmtrS_	uFuTmtrS	uFuTmtrS																																																		
"=IF(COUNTBLANK(A693)<1,ROW()-2,-1)"	0	0	0	0	_aCorO2NitrWHyp_	0	0	Nitrification	Oxygen_consumption_during_nitrification	-	-1	_aCorO2NitrWHyp_ = _oO2WHyp_*_oO2WHyp_ / (_hO2Nitr_*_hO2Nitr_ + _oO2WHyp_*_oO2WHyp_)	_aCorO2NitrWHyp_ = _oO2WHyp_*_oO2WHyp_ / (_hO2Nitr_*_hO2Nitr_ + _oO2WHyp_*_oO2WHyp_)	_aCorO2NitrWHyp_ = _oO2WHyp_*_oO2WHyp_ / (_hO2Nitr_*_hO2Nitr_ + _oO2WHyp_*_oO2WHyp_)	_aCorO2NitrWHyp_ = _oO2WHyp_*_oO2WHyp_ / (_hO2Nitr_*_hO2Nitr_ + _oO2WHyp_*_oO2WHyp_)	=$M692=N692	=$M692=O692	=$M692=P692	_aCo2NrWH_	aCo2NrWH	aCo2NrWH																																																		
